difficulty	time_ms	duration_ms	lane	confidence	review_priority	beat_alignment	quantization_shift_ms	source	evidence	reason
expert	114795	0	2	0.592679	0.355174	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	95925.3	0	1	0.579145	0.35442	1	0	high	DSP	low confidence, single-source evidence
expert	17376	0	1	0.588357	0.354065	1	0	mid	DSP	low confidence, single-source evidence
expert	108917	0	2	0.58337	0.353895	1	0	high	DSP	low confidence, single-source evidence
expert	101184	0	2	0.597295	0.353835	1	0	high	DSP	low confidence, single-source evidence
expert	150368	0	1	0.58602	0.352885	1	0	mid	DSP	low confidence, single-source evidence
expert	71146.7	0	0	0.564431	0.352456	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	167061	0	1	0.583595	0.35237	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	83253.3	0	1	0.564732	0.352303	1	0	high	DSP	low confidence, single-source evidence
expert	107371	0	2	0.6007	0.352204	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	93461.3	0	0	0.594279	0.352123	1	0	high	DSP	low confidence, single-source evidence
expert	159957	0	1	0.592471	0.352085	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	103669	0	1	0.601008	0.352056	1	0	high	DSP	low confidence, single-source evidence
expert	157163	0	1	0.579237	0.351969	1	0	mid	DSP	low confidence, single-source evidence
expert	149515	0	1	0.588221	0.351807	1	0	mid	DSP	low confidence, single-source evidence
expert	112939	0	2	0.599772	0.351765	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	138304	0	1	0.590819	0.351647	1	0	high	DSP	low confidence, single-source evidence
expert	118197	0	2	0.600224	0.351548	1	0	high	DSP	low confidence, single-source evidence
expert	130261	0	1	0.591032	0.351543	1	0	high	DSP	low confidence, single-source evidence
expert	104277	0	1	0.602536	0.351324	1	0	high	DSP	low confidence, single-source evidence
expert	106752	0	2	0.603567	0.35083	1	0	high	DSP	low confidence, single-source evidence
expert	165824	0	1	0.588774	0.349818	1	0	mid	DSP	low confidence, single-source evidence
expert	162123	0	1	0.58881	0.3498	1	0	low	DSP	low confidence, single-source evidence
expert	163125	0	2	0.598156	0.349322	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	156939	0	2	0.593327	0.349305	1	0	mid	DSP	low confidence, single-source evidence
expert	30058.7	0	2	0.600057	0.349279	1	-3.63798e-12	high	DSP	low confidence, single-source evidence
expert	111701	0	1	0.605664	0.348934	1	0	high	DSP	low confidence, single-source evidence
expert	113867	0	3	0.598221	0.348719	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	90677.3	0	1	0.601345	0.3487	1	0	high	DSP	low confidence, single-source evidence
expert	148512	0	1	0.581483	0.348487	1	0	mid	DSP	low confidence, single-source evidence
expert	2538.67	0	0	0.625434	0.347847	1	0	mid	DSP	low confidence, single-source evidence
expert	64341.3	0	1	0.563387	0.347715	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	95306.7	0	2	0.583963	0.347576	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	162432	0	2	0.602099	0.347406	1	0	mid	DSP	low confidence, single-source evidence
expert	160875	0	2	0.594661	0.346916	1	0	mid	DSP	low confidence, single-source evidence
expert	129952	0	2	0.591918	0.346895	1	0	high	DSP	low confidence, single-source evidence
expert	132736	0	3	0.600646	0.346851	1	0	high	DSP	low confidence, single-source evidence
expert	40565.3	0	2	0.581501	0.346696	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	75509.3	0	1	0.56563	0.346551	1	0	high	DSP	low confidence, single-source evidence
expert	120363	0	1	0.600382	0.34594	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	73621.3	0	3	0.578311	0.345385	1	0	high	DSP	low confidence, single-source evidence
expert	112320	0	1	0.613589	0.345125	1	0	high	DSP	low confidence, single-source evidence
expert	25728	0	2	0.612344	0.345016	1	0	high	DSP	low confidence, single-source evidence
expert	99328	0	2	0.616137	0.344808	1	0	high	DSP	low confidence, single-source evidence
expert	54794.7	0	0	0.604831	0.34439	1	0	high	DSP	low confidence, single-source evidence
expert	128715	0	1	0.592416	0.344304	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	58506.7	0	3	0.606533	0.343558	1	0	high	DSP	low confidence, single-source evidence
expert	50464	0	1	0.610556	0.343504	1	0	high	DSP	low confidence, single-source evidence
expert	28512	0	1	0.608196	0.343085	1	0	high	DSP	low confidence, single-source evidence
expert	24490.7	0	2	0.616375	0.343074	1	-3.63798e-12	high	DSP	low confidence, single-source evidence
expert	105515	0	1	0.620467	0.342733	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	39946.7	0	2	0.590586	0.342114	1	0	high	DSP	low confidence, single-source evidence
expert	172011	0	0	0.607528	0.341807	1	0	mid	DSP	low confidence, single-source evidence
expert	39637.3	0	1	0.576086	0.341513	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	27584	0	2	0.622067	0.340332	1	0	high	DSP	low confidence, single-source evidence
expert	123147	0	2	0.612001	0.340249	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	177963	0	0	0.619272	0.340198	1	0	mid	DSP	low confidence, single-source evidence
expert	29429.3	0	1	0.622402	0.34017	1	0	high	DSP	low confidence, single-source evidence
expert	140544	0	2	0.619984	0.339798	1	0	mid	DSP	low confidence, single-source evidence
expert	37472	0	2	0.619691	0.339767	1	0	high	DSP	low confidence, single-source evidence
expert	170773	0	2	0.612134	0.339546	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	133045	0	2	0.615757	0.339476	1	-2.91038e-11	high	DSP	low confidence, single-source evidence
expert	91594.7	0	1	0.612482	0.339176	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	155925	0	1	0.605025	0.339145	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	107680	0	1	0.620182	0.339034	1	0	high	DSP	low confidence, single-source evidence
expert	133664	0	1	0.610987	0.337453	1	0	high	DSP	low confidence, single-source evidence
expert	76128	0	2	0.595777	0.336487	1	0	high	DSP	low confidence, single-source evidence
expert	22944	0	3	0.631648	0.335716	1	0	high	DSP	low confidence, single-source evidence
expert	161195	0	1	0.6269	0.335354	1	0	mid	DSP	low confidence, single-source evidence
expert	78602.7	0	1	0.598482	0.335109	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	154773	0	2	0.613594	0.334884	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	26346.7	0	2	0.634827	0.334185	1	-3.63798e-12	high	DSP	low confidence, single-source evidence
expert	143563	0	2	0.622981	0.334161	1	0	mid	DSP	low confidence, single-source evidence
expert	15210.7	0	1	0.637574	0.334132	1	0	mid	DSP	low confidence, single-source evidence
expert	43658.7	0	1	0.606954	0.333858	1	0	high	DSP	low confidence, single-source evidence
expert	174485	0	1	0.624917	0.333271	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	114176	0	2	0.639076	0.332877	1	0	high	DSP	low confidence, single-source evidence
expert	22634.7	0	2	0.637944	0.332683	1	-3.63798e-12	high	DSP	low confidence, single-source evidence
expert	174795	0	2	0.635352	0.332413	1	0	high	DSP	low confidence, single-source evidence
expert	167371	0	2	0.636399	0.330738	1	0	mid	DSP	low confidence, single-source evidence
expert	151915	0	1	0.631439	0.330632	1	0	mid	DSP	low confidence, single-source evidence
expert	108299	0	2	0.646206	0.330402	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	54485.3	0	1	0.620013	0.330031	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	61248	0	1	0.609085	0.329708	1	0	high	DSP	low confidence, single-source evidence
expert	13973.3	0	1	0.646932	0.329642	1	-1.81899e-12	mid	DSP	low confidence, single-source evidence
expert	99637.3	0	1	0.64786	0.32961	1	0	high	DSP	low confidence, single-source evidence
expert	130571	0	2	0.636083	0.329556	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	163669	0	1	0.64045	0.328769	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	36245.3	0	1	0.642713	0.328613	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	28202.7	0	2	0.646512	0.328556	1	-3.63798e-12	high	DSP	low confidence, single-source evidence
expert	73002.7	0	1	0.600917	0.328244	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	125312	0	3	0.638218	0.327409	1	0	high	DSP	low confidence, single-source evidence
expert	69909.3	0	1	0.613982	0.327213	1	0	high	DSP	low confidence, single-source evidence
expert	135211	0	3	0.6409	0.327205	1	0	high	DSP	low confidence, single-source evidence
expert	96544	0	2	0.624673	0.32719	1	0	high	DSP	low confidence, single-source evidence
expert	34378.7	0	2	0.646045	0.326999	1	0	high	DSP	low confidence, single-source evidence
expert	93152	0	2	0.646908	0.326628	1	0	high	DSP	low confidence, single-source evidence
expert	102731	0	3	0.647954	0.325557	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	159648	0	0	0.641104	0.324027	1	0	low	DSP	low confidence, single-source evidence
expert	150059	0	1	0.645831	0.323581	1	0	mid	DSP	low confidence, single-source evidence
expert	171083	0	1	0.653715	0.323523	1	0	mid	DSP	low confidence, single-source evidence
expert	175723	0	2	0.645024	0.323402	1	0	mid	DSP	low confidence, single-source evidence
expert	102112	0	1	0.661377	0.323133	1	0	high	DSP	low confidence, single-source evidence
expert	144491	0	1	0.655173	0.322759	1	0	mid	DSP	low confidence, single-source evidence
expert	117579	0	2	0.651895	0.322584	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	139851	0	2	0.646692	0.322521	1	0	mid	DSP	low confidence, single-source evidence
expert	152917	0	1	0.648088	0.322475	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	48608	0	2	0.629913	0.322277	1	0	high	DSP	low confidence, single-source evidence
expert	71765.3	0	1	0.613896	0.321511	1	0	high	DSP	low confidence, single-source evidence
expert	42112	0	2	0.620605	0.321491	1	0	high	DSP	low confidence, single-source evidence
expert	51082.7	0	1	0.656041	0.321417	1	0	high	DSP	low confidence, single-source evidence
expert	119125	0	2	0.650745	0.321273	1	0	high	DSP	low confidence, single-source evidence
expert	94069.3	0	1	0.633332	0.320162	1	0	high	DSP	low confidence, single-source evidence
expert	62485.3	0	0	0.630986	0.31855	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	105205	0	2	0.663859	0.317838	1	0	high	DSP	low confidence, single-source evidence
expert	113557	0	2	0.670719	0.31767	1	0	high	DSP	low confidence, single-source evidence
expert	100256	0	1	0.664658	0.317451	1	0	high	DSP	low confidence, single-source evidence
expert	24789.3	0	2	0.661099	0.317258	1	0	high	DSP	low confidence, single-source evidence
expert	30677.3	0	2	0.66662	0.31703	1	0	high	DSP	low confidence, single-source evidence
expert	110464	0	1	0.672207	0.316955	1	0	high	DSP	low confidence, single-source evidence
expert	129024	0	2	0.663198	0.316322	1	0	high	DSP	low confidence, single-source evidence
expert	150987	0	1	0.651735	0.315918	1	0	mid	DSP	low confidence, single-source evidence
expert	158400	0	0	0.652679	0.315819	1	0	mid	DSP	low confidence, single-source evidence
expert	13664	0	1	0.668197	0.315264	1	0	mid	DSP	low confidence, single-source evidence
expert	31296	0	2	0.670464	0.315168	1	0	high	DSP	low confidence, single-source evidence
expert	172320	0	2	0.671057	0.315127	1	0	high	DSP	low confidence, single-source evidence
expert	118816	0	3	0.648329	0.315091	1	0	high	DSP	low confidence, single-source evidence
expert	100576	0	2	0.679109	0.314638	1	0	high	DSP	low confidence, single-source evidence
expert	72384	0	3	0.638875	0.314531	1	0	high	DSP	low confidence, single-source evidence
expert	16448	0	2	0.67964	0.313951	1	0	mid	DSP	low confidence, single-source evidence
expert	176032	0	3	0.675452	0.313	1	0	high	DSP	low confidence, single-source evidence
expert	117269	0	1	0.680437	0.313	1	0	high	DSP	low confidence, single-source evidence
expert	109227	0	3	0.680822	0.312815	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	101803	0	0	0.683028	0.31276	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	63104	0	2	0.630901	0.312689	1	0	high	DSP	low confidence, single-source evidence
expert	63722.7	0	3	0.643119	0.312369	1	0	high	DSP	low confidence, single-source evidence
expert	117888	0	1	0.681752	0.312368	1	0	high	DSP	low confidence, single-source evidence
expert	14901.3	0	2	0.674458	0.312221	1	-1.81899e-12	mid	DSP	low confidence, single-source evidence
expert	127787	0	3	0.669266	0.312201	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	29130.7	0	2	0.681072	0.311907	1	-3.63798e-12	high	DSP	low confidence, single-source evidence
expert	116032	0	1	0.683851	0.311359	1	0	high	DSP	low confidence, single-source evidence
expert	24181.3	0	1	0.682811	0.311069	1	0	high	DSP	low confidence, single-source evidence
expert	168608	0	1	0.679558	0.311012	1	0	mid	DSP	low confidence, single-source evidence
expert	34997.3	0	2	0.679267	0.310903	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	39328	0	2	0.679459	0.31081	1	0	high	DSP	low confidence, single-source evidence
expert	122837	0	1	0.672352	0.31069	1	0	high	DSP	low confidence, single-source evidence
expert	81696	0	2	0.636369	0.309852	1	0	high	DSP	low confidence, single-source evidence
expert	135520	0	3	0.676779	0.309694	1	0	high	DSP	low confidence, single-source evidence
expert	11200	0	0	0.680629	0.309222	1	0	low	DSP	low confidence, single-source evidence
expert	7488	0	0	0.684403	0.30869	1	0	mid	DSP	low confidence, single-source evidence
expert	137685	0	2	0.680024	0.30811	1	-2.91038e-11	high	DSP	low confidence, single-source evidence
expert	26037.3	0	1	0.680082	0.307991	1	0	high	DSP	low confidence, single-source evidence
expert	164896	0	2	0.684852	0.307192	1	0	mid	DSP	low confidence, single-source evidence
expert	112011	0	0	0.695952	0.305543	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	155392	0	2	0.683036	0.305353	1	0	mid	DSP	low confidence, single-source evidence
expert	111083	0	1	0.696606	0.305229	1	-1.45519e-11	high	DSP	low confidence, single-source evidence
expert	113248	0	3	0.697031	0.305025	1	0	high	DSP	low confidence, single-source evidence
expert	23562.7	0	3	0.686527	0.304844	1	-3.63798e-12	high	DSP	low confidence, single-source evidence
expert	152213	0	2	0.674472	0.304612	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	60010.7	0	1	0.660184	0.303676	1	0	high	DSP	low confidence, single-source evidence
expert	70528	0	0	0.648279	0.303673	1	0	high	DSP	low confidence, single-source evidence
expert	169845	0	2	0.697941	0.302112	1	-2.91038e-11	mid	DSP	low confidence, single-source evidence
expert	108608	0	3	0.705572	0.301959	1	0	high	DSP	single-source evidence
expert	173557	0	2	0.698478	0.301852	1	-2.91038e-11	high	DSP	low confidence, single-source evidence
expert	5013.33	0	2	0.694718	0.301353	1	0	mid	DSP	low confidence, single-source evidence
expert	177269	0	2	0.70109	0.300588	1	-2.91038e-11	mid	DSP	single-source evidence
expert	26965.3	0	2	0.70462	0.300564	1	0	high	DSP	single-source evidence
expert	56032	0	2	0.694519	0.300555	1	0	high	DSP	low confidence, single-source evidence
expert	16138.7	0	2	0.699548	0.300027	1	0	mid	DSP	low confidence, single-source evidence
expert	119744	0	1	0.695602	0.299302	1	0	high	DSP	low confidence, single-source evidence
expert	26656	0	3	0.708596	0.298648	1	0	high	DSP	single-source evidence
expert	41504	0	1	0.678898	0.29757	1	0	high	DSP	low confidence, single-source evidence
expert	103349	0	2	0.716172	0.296881	1	0	high	DSP	single-source evidence
expert	115413	0	2	0.717488	0.295194	1	0	high	DSP	single-source evidence
expert	116960	0	2	0.718394	0.294758	1	0	high	DSP	single-source evidence
expert	61866.7	0	1	0.666082	0.294437	1	0	high	DSP	low confidence, single-source evidence
expert	9962.67	0	0	0.707582	0.293666	1	0	low	DSP	single-source evidence
expert	60629.3	0	1	0.672289	0.291217	1	-7.27596e-12	high	DSP	low confidence, single-source evidence
expert	49845.3	0	3	0.720451	0.290138	1	-7.27596e-12	high	DSP	single-source evidence
expert	147275	0	2	0.714047	0.289454	1	0	mid	DSP	single-source evidence
expert	115723	0	3	0.729597	0.289375	1	-1.45519e-11	high	DSP	single-source evidence
expert	46442.7	0	2	0.698918	0.287472	1	0	high	DSP	low confidence, single-source evidence
expert	44586.7	0	1	0.687072	0.287379	1	0	high	DSP	low confidence, single-source evidence
expert	116651	0	1	0.737493	0.28558	1	-1.45519e-11	high	DSP	single-source evidence
expert	112629	0	2	0.730302	0.284407	1	0	high	DSP	single-source evidence
expert	31914.7	0	1	0.741041	0.280974	1	-3.63798e-12	high	DSP	single-source evidence
expert	36853.3	0	2	0.741546	0.28073	1	-7.27596e-12	high	DSP	single-source evidence
expert	118507	0	2	0.747669	0.28069	1	-1.45519e-11	high	DSP	single-source evidence
expert	115104	0	3	0.739572	0.279893	1	0	high	DSP	single-source evidence
expert	147893	0	1	0.75636	0.273764	1	-2.91038e-11	mid	DSP	single-source evidence
expert	123765	0	2	0.737625	0.273333	1	0	high	DSP	single-source evidence
expert	21397.3	0	2	0.781726	0.263419	1	0	high	DSP	single-source evidence
expert	105824	0	2	0.787746	0.26259	1	0	high	DSP	single-source evidence
expert	114485	0	1	0.788	0.261308	1	0	high	DSP	single-source evidence
expert	110155	0	2	0.78181	0.259327	1	-1.45519e-11	high	DSP	single-source evidence
expert	125621	0	2	0.793016	0.25159	1	0	high	DSP	single-source evidence
